Cenario 0 S(t),Cenario 0 I(t),Cenario 0 R(t),Cenario 0 D(t),Cenario 1 S(t),Cenario 1 I(t),Cenario 1 R(t),Cenario 1 D(t),Cenario 2 S(t),Cenario 2 I(t),Cenario 2 R(t),Cenario 2 D(t),tempo(t)
022.0992315451,036.8146871087,013.0860813462,000.2617216269,032.7285884991,027.4609074066,011.8105040943,000.2362100819,023.9356208333,029.1571562319,018.9072229347,000.3781444587,071.8000
022.0178739156,036.8542098664,013.1279162180,000.2625583244,032.6836506622,027.4746396669,011.8417096709,000.2368341934,023.8658313697,029.1606794314,018.9734891989,000.3794697840,071.9000
021.9367287810,036.8934752171,013.1697960019,000.2633959200,032.6387520860,027.4883170617,011.8729308523,000.2374586170,023.7962369839,029.1639995458,019.0397634703,000.3807952694,072.0000
021.8557965650,036.9324830294,013.2117204056,000.2642344081,032.5938928677,027.5019395560,011.9041675763,000.2380833515,023.7268376395,029.1671170731,019.1060452875,000.3821209057,072.1000
021.7750776814,036.9712331823,013.2536891363,000.2650737827,032.5490731041,027.5155071156,011.9354197803,000.2387083956,023.6576332944,029.1700325157,019.1723341899,000.3834466838,072.2000
021.6945725340,037.0097255648,013.2957019013,000.2659140380,032.5042928915,027.5290197065,011.9666874020,000.2393337480,023.5886239011,029.1727463805,019.2386297183,000.3847725944,072.3000
021.6142815164,037.0479600760,013.3377584076,000.2667551682,032.4595523255,027.5424772955,011.9979703790,000.2399594076,023.5198094069,029.1752591785,019.3049314147,000.3860986283,072.4000
021.5342050126,037.0859366252,013.3798583622,000.2675971672,032.4148515014,027.5558798500,012.0292686486,000.2405853730,023.4511897533,029.1775714248,019.3712388219,000.3874247764,072.5000
021.4543433963,037.1236551317,013.4220014720,000.2684400294,032.3701905137,027.5692273378,012.0605821485,000.2412116430,023.3827648769,029.1796836389,019.4375514842,000.3887510297,072.6000
021.3746970318,037.1611155245,013.4641874437,000.2692837489,032.3255694566,027.5825197275,012.0919108159,000.2418382163,023.3145347088,029.1815963442,019.5038689470,000.3900773789,072.7000
021.2952662732,037.1983177427,013.5064159841,000.2701283197,032.2809884238,027.5957569879,012.1232545883,000.2424650918,023.2464991747,029.1833100684,019.5701907569,000.3914038151,072.8000
021.2160514651,037.2352617352,013.5486867997,000.2709737360,032.2364475082,027.6089390888,012.1546134031,000.2430922681,023.1786581953,029.1848253431,019.6365164616,000.3927303292,072.9000
021.1370529422,037.2719474607,013.5909995972,000.2718199919,032.1919468024,027.6220660001,012.1859871975,000.2437197439,023.1110116862,029.1861427037,019.7028456101,000.3940569122,073.0000
021.0582710295,037.3083748876,013.6333540829,000.2726670817,032.1474863984,027.6351376927,012.2173759089,000.2443475182,023.0435595577,029.1872626897,019.7691777526,000.3953835551,073.1000
020.9797060425,037.3445439941,013.6757499635,000.2735149993,032.1030663878,027.6481541378,012.2487794744,000.2449755895,022.9763017151,029.1881858443,019.8355124406,000.3967102488,073.2000
020.9013582870,037.3804547678,013.7181869453,000.2743637389,032.0586868614,027.6611153072,012.2801978314,000.2456039566,022.9092380586,029.1889127148,019.9018492266,000.3980369845,073.3000
020.8232280592,037.4161072061,013.7606647348,000.2752132947,032.0143479097,027.6740211734,012.3116309170,000.2462326183,022.8423684836,029.1894438518,019.9681876646,000.3993637533,073.4000
020.7453156458,037.4515013158,013.8031830384,000.2760636608,031.9700496226,027.6868717091,012.3430786683,000.2468615734,022.7756928804,029.1897798099,020.0345273097,000.4006905462,073.5000
020.6676213242,037.4866371132,013.8457415627,000.2769148313,031.9257920895,027.6996668880,012.3745410225,000.2474908205,022.7092111344,029.1899211473,020.1008677183,000.4020173544,073.6000
020.5901453621,037.5215146240,013.8883400139,000.2777668003,031.8815753992,027.7124066841,012.4060179167,000.2481203583,022.6429231262,029.1898684256,020.1672084482,000.4033441690,073.7000
020.5128880181,037.5561338832,013.9309780987,000.2786195620,031.8373996400,027.7250910721,012.4375092879,000.2487501858,022.5768287315,029.1896222103,020.2335490583,000.4046709812,073.8000
020.4358495412,037.5904949352,013.9736555236,000.2794731105,031.7932648998,027.7377200270,012.4690150732,000.2493803015,022.5109278213,029.1891830699,020.2998891087,000.4059977822,073.9000
020.3590301714,037.6245978335,014.0163719951,000.2803274399,031.7491712658,027.7502935246,012.5005352096,000.2500107042,022.4452202620,029.1885515768,020.3662281612,000.4073245632,074.0000
020.2824301391,037.6584426410,014.0591272199,000.2811825444,031.7051188247,027.7628115412,012.5320696341,000.2506413927,022.3797059151,029.1877283065,020.4325657784,000.4086513156,074.1000
020.2060496659,037.6920294294,014.1019209047,000.2820384181,031.6611076627,027.7752740537,012.5636182836,000.2512723657,022.3143846375,029.1867138379,020.4989015246,000.4099780305,074.2000
020.1298889640,037.7253582796,014.1447527564,000.2828950551,031.6171378656,027.7876810394,012.5951810950,000.2519036219,022.2492562816,029.1855087533,020.5652349651,000.4113046993,074.3000
020.0539482367,037.7584292816,014.1876224817,000.2837524496,031.5732095185,027.8000324762,012.6267580053,000.2525351601,022.1843206952,029.1841136380,020.6315656668,000.4126313133,074.4000
019.9782276781,037.7912425342,014.2305297877,000.2846105958,031.5293227060,027.8123283427,012.6583489513,000.2531669790,022.1195777216,029.1825290806,020.6978931978,000.4139578640,074.5000
019.9027274733,037.8237981452,014.2734743815,000.2854694876,031.4854775122,027.8245686179,012.6899538698,000.2537990774,022.0550271996,029.1807556729,020.7642171275,000.4152843426,074.6000
019.8274477987,037.8560962311,014.3164559703,000.2863291194,031.4416740207,027.8367532814,012.7215726978,000.2544314540,021.9906689636,029.1787940096,020.8305370268,000.4166107405,074.7000
019.7523888215,037.8881369171,014.3594742614,000.2871894852,031.3979123146,027.8488823134,012.7532053720,000.2550641074,021.9265028436,029.1766446887,020.8968524677,000.4179370494,074.8000
019.6775507003,037.9199203372,014.4025289625,000.2880505792,031.3541924764,027.8609556945,012.7848518292,000.2556970366,021.8625286653,029.1743083108,020.9631630238,000.4192632605,074.9000
019.6029335848,037.9514466342,014.4456197810,000.2889123956,031.3105145880,027.8729734059,012.8165120061,000.2563302401,021.7987462502,029.1717854799,021.0294682700,000.4205893654,075.0000
019.5285376160,037.9827159591,014.4887464249,000.2897749285,031.2668787310,027.8849354295,012.8481858395,000.2569637168,021.7351554152,029.1690768023,021.0957677824,000.4219153556,075.1000
019.4543629263,038.0137284716,014.5319086022,000.2906381720,031.2232849863,027.8968417476,012.8798732661,000.2575974653,021.6717559735,029.1661828877,021.1620611388,000.4232412228,075.2000
019.3804096393,038.0444843398,014.5751060209,000.2915021204,031.1797334343,027.9086923431,012.9115742227,000.2582314845,021.6085477336,029.1631043483,021.2283479181,000.4245669584,075.3000
019.3066778702,038.0749837404,014.6183383895,000.2923667678,031.1362241549,027.9204871993,012.9432886458,000.2588657729,021.5455305004,029.1598417989,021.2946277007,000.4258925540,075.4000
019.2331677256,038.1052268580,014.6616054164,000.2932321083,031.0927572275,027.9322263004,012.9750164721,000.2595003294,021.4827040743,029.1563958572,021.3609000684,000.4272180014,075.5000
019.1598793036,038.1352138858,014.7049068106,000.2940981362,031.0493327309,027.9439096307,013.0067576384,000.2601351528,021.4200682519,029.1527671436,021.4271646045,000.4285432921,075.6000
019.0868126941,038.1649450250,014.7482422809,000.2949648456,031.0059507435,027.9555371753,013.0385120812,000.2607702416,021.3576228257,029.1489562808,021.4934208934,000.4298684179,075.7000
019.0139679784,038.1944204850,014.7916115366,000.2958322307,030.9626113431,027.9671089199,013.0702797370,000.2614055947,021.2953675843,029.1449638943,021.5596685213,000.4311933704,075.8000
018.9413452296,038.2236404832,014.8350142872,000.2967002857,030.9193146069,027.9786248505,013.1020605426,000.2620412109,021.2333023124,029.1407906120,021.6259070757,000.4325181415,075.9000
018.8689445125,038.2526052452,014.8784502423,000.2975690048,030.8760606117,027.9900849538,013.1338544345,000.2626770887,021.1714267907,029.1364370641,021.6921361452,000.4338427229,076.0000
018.7967658840,038.2813150042,014.9219191119,000.2984383822,030.8328494337,028.0014892171,013.1656613492,000.2633132270,021.1097407963,029.1319038833,021.7583553204,000.4351671064,076.1000
018.7248093924,038.3097700014,014.9654206062,000.2993084121,030.7896811487,028.0128376280,013.1974812233,000.2639496245,021.0482441023,029.1271917049,021.8245641928,000.4364912839,076.2000
018.6530750783,038.3379704860,015.0089544357,000.3001790887,030.7465558317,028.0241301749,013.2293139934,000.2645862799,020.9869364782,029.1223011660,021.8907623558,000.4378152471,076.3000
018.5815629741,038.3659167146,015.0525203113,000.3010504062,030.7034735576,028.0353668466,013.2611595958,000.2652231919,020.9258176897,029.1172329064,021.9569494039,000.4391389881,076.4000
018.5102731043,038.3936089517,015.0961179439,000.3019223589,030.6604344003,028.0465476324,013.2930179673,000.2658603593,020.8648874990,029.1119875678,022.0231249332,000.4404624987,076.5000
018.4392054856,038.4210474694,015.1397470450,000.3027949409,030.6174384337,028.0576725222,013.3248890441,000.2664977809,020.8041456644,029.1065657942,022.0892885413,000.4417857708,076.6000
018.3683601267,038.4482325471,015.1834073262,000.3036681465,030.5744857306,028.0687415065,013.3567727629,000.2671354553,020.7435919410,029.1009682318,022.1554398272,000.4431087965,076.7000
018.2977370285,038.4751644719,015.2270984996,000.3045419700,030.5315763638,028.0797545762,013.3886690601,000.2677733812,020.6832260800,029.0951955286,022.2215783914,000.4444315678,076.8000
018.2273361844,038.5018435383,015.2708202774,000.3054164055,030.4887104052,028.0907117227,013.4205778721,000.2684115574,020.6230478293,029.0892483349,022.2877038358,000.4457540767,076.9000
018.1571575798,038.5282700479,015.3145723723,000.3062914474,030.4458879265,028.1016129381,013.4524991354,000.2690499827,020.5630569333,029.0831273029,022.3538157638,000.4470763153,077.0000
018.0872011927,038.5544443099,015.3583544974,000.3071670899,030.4031089986,028.1124582150,013.4844327865,000.2696886557,020.5032531330,029.0768330865,022.4199137804,000.4483982756,077.1000
018.0174669936,038.5803666405,015.4021663659,000.3080433273,030.3603736920,028.1232475463,013.5163787617,000.2703275752,020.4436361661,029.0703663419,022.4859974920,000.4497199498,077.2000
017.9479549454,038.6060373630,015.4460076916,000.3089201538,030.3176820768,028.1339809257,013.5483369976,000.2709667400,020.3842057669,029.0637277267,022.5520665064,000.4510413301,077.3000
017.8786650034,038.6314568079,015.4898781886,000.3097975638,030.2750342223,028.1446583473,013.5803074304,000.2716061486,020.3249616662,029.0569179007,022.6181204330,000.4523624087,077.4000
017.8095971159,038.6566253127,015.5337775714,000.3106755514,030.2324301976,028.1552798057,013.6122899967,000.2722457999,020.2659035920,029.0499375252,022.6841588828,000.4536831777,077.5000
017.7407512237,038.6815432216,015.5777055547,000.3115541111,030.1898700710,028.1658452961,013.6442846329,000.2728856927,020.2070312687,029.0427872632,022.7501814681,000.4550036294,077.6000
017.6721272602,038.7062108861,015.6216618538,000.3124332371,030.1473539105,028.1763548143,013.6762912753,000.2735258255,020.1483444176,029.0354677796,022.8161878028,000.4563237561,077.7000
017.6037251517,038.7306286640,015.6656461843,000.3133129237,030.1048817835,028.1868083563,013.7083098603,000.2741661972,020.0898427571,029.0279797406,022.8821775023,000.4576435500,077.8000
017.5355448175,038.7547969201,015.7096582624,000.3141931652,030.0624537568,028.1972059189,013.7403403243,000.2748068065,020.0315260023,029.0203238142,022.9481501835,000.4589630037,077.9000
017.4675861697,038.7787160260,015.7536978043,000.3150739561,030.0200698968,028.2075474994,013.7723826038,000.2754476521,019.9733938652,029.0125006699,023.0141054649,000.4602821093,078.0000
017.3998491133,038.8023863596,015.7977645271,000.3159552905,029.9777302695,028.2178330955,013.8044366350,000.2760887327,019.9154460549,029.0045109787,023.0800429664,000.4616008593,078.1000
017.3323335465,038.8258083055,015.8418581479,000.3168371630,029.9354349400,028.2280627056,013.8365023544,000.2767300471,019.8576822775,028.9963554129,023.1459623096,000.4629192462,078.2000
017.2650393605,038.8489822548,015.8859783847,000.3177195677,029.8931839733,028.2382363283,013.8685796984,000.2773715940,019.8001022362,028.9880346465,023.2118631173,000.4642372623,078.3000
017.1979664398,038.8719086048,015.9301249554,000.3186024991,029.8509774336,028.2483539631,013.9006686033,000.2780133721,019.7427056312,028.9795493545,023.2777450143,000.4655549003,078.4000
017.1311146618,038.8945877594,015.9742975788,000.3194859516,029.8088153848,028.2584156097,013.9327690056,000.2786553801,019.6854921600,028.9709002136,023.3436076264,000.4668721525,078.5000
017.0644838975,038.9170201285,016.0184959740,000.3203699195,029.7666978901,028.2684212685,013.9648808415,000.2792976168,019.6284615171,028.9620879014,023.4094505815,000.4681890116,078.6000
016.9980740112,038.9392061283,016.0627198605,000.3212543972,029.7246250123,028.2783709403,013.9970040475,000.2799400809,019.5716133943,028.9531130972,023.4752735085,000.4695054702,078.7000
016.9318848604,038.9611461812,016.1069689584,000.3221393792,029.6825968137,028.2882646264,014.0291385599,000.2805827712,019.5149474807,028.9439764810,023.5410760383,000.4708215208,078.8000
016.8659162963,038.9828407156,016.1512429881,000.3230248598,029.6406133560,028.2981023288,014.0612843152,000.2812256863,019.4584634626,028.9346787344,023.6068578030,000.4721371561,078.9000
016.8001681635,039.0042901658,016.1955416708,000.3239108334,029.5986747005,028.3078840499,014.0934412496,000.2818688250,019.4021610237,028.9252205398,023.6726184365,000.4734523687,079.0000
016.7346403001,039.0254949722,016.2398647278,000.3247972946,029.5567809079,028.3176097924,014.1256092997,000.2825121860,019.3460398451,028.9156025809,023.7383575741,000.4747671515,079.1000
016.6693325380,039.0464555809,016.2842118811,000.3256842376,029.5149320385,028.3272795598,014.1577884017,000.2831557680,019.2900996051,028.9058255422,023.8040748527,000.4760814971,079.2000
016.6042447027,039.0671724439,016.3285828534,000.3265716571,029.4731281519,028.3368933559,014.1899784921,000.2837995698,019.2343399797,028.8958901096,023.8697699107,000.4773953982,079.3000
016.5393766136,039.0876460188,016.3729773675,000.3274595474,029.4313693075,028.3464511852,014.2221795073,000.2844435901,019.1787606423,028.8857969695,023.9354423882,000.4787088478,079.4000
016.4747280838,039.1078767691,016.4173951471,000.3283479029,029.3896555638,028.3559530525,014.2543913837,000.2850878277,019.1233612637,028.8755468095,024.0010919268,000.4800218385,079.5000
016.4102989202,039.1278651636,016.4618359162,000.3292367183,029.3479869791,028.3653989633,014.2866140576,000.2857322812,019.0681415123,028.8651403181,024.0667181696,000.4813343634,079.6000
016.3460889239,039.1476116768,016.5062993993,000.3301259880,029.3063636112,028.3747889233,014.3188474655,000.2863769493,019.0131010543,028.8545781845,024.1323207612,000.4826464152,079.7000
016.2820978897,039.1671167886,016.5507853217,000.3310157064,029.2647855171,028.3841229391,014.3510915438,000.2870218309,018.9582395532,028.8438610988,024.1978993480,000.4839579870,079.8000
016.2183256067,039.1863809843,016.5952934089,000.3319058682,029.2232527536,028.3934010174,014.3833462290,000.2876669246,018.9035566704,028.8329897519,024.2634535777,000.4852690716,079.9000
016.1547718581,039.2054047546,016.6398233873,000.3327964677,029.1817653769,028.4026231657,014.4156114574,000.2883122291,018.8490520648,028.8219648353,024.3289830999,000.4865796620,080.0000
016.0914364212,039.2241885952,016.6843749836,000.3336874997,029.1403234426,028.4117893918,014.4478871655,000.2889577433,018.7947253932,028.8107870413,024.3944875654,000.4878897513,080.1000
