Cenario 0 S(t),Cenario 0 I(t),Cenario 0 R(t),Cenario 0 D(t),Cenario 1 S(t),Cenario 1 I(t),Cenario 1 R(t),Cenario 1 D(t),Cenario 2 S(t),Cenario 2 I(t),Cenario 2 R(t),Cenario 2 D(t),tempo(t)
000.1326221570,000.7217457761,071.1456320669,001.4229126413,002.7602466196,001.2544129974,067.9853403830,001.3597068077,002.5909480576,000.0174536535,069.3915982890,001.3878319658,474.6000
000.1326125850,000.7209351824,071.1464522326,001.4229290447,002.7600734951,001.2531606526,067.9867658523,001.3597353170,002.5909435354,000.0174185082,069.3916379564,001.3878327591,474.7000
000.1326030245,000.7201254984,071.1472714771,001.4229454295,002.7599005543,001.2519095471,067.9881898985,001.3597637980,002.5909390224,000.0173834338,069.3916775439,001.3878335509,474.8000
000.1325934754,000.7193167230,071.1480898015,001.4229617960,002.7597277970,001.2506596799,067.9896125230,001.3597922505,002.5909345184,000.0173484299,069.3917170517,001.3878343410,474.9000
000.1325839378,000.7185088553,071.1489072069,001.4229781441,002.7595552230,001.2494110498,067.9910337272,001.3598206745,002.5909300236,000.0173134965,069.3917564799,001.3878351296,475.0000
000.1325744115,000.7177018943,071.1497236942,001.4229944739,002.7593828321,001.2481636554,067.9924535125,001.3598490702,002.5909255378,000.0172786335,069.3917958288,001.3878359166,475.1000
000.1325648966,000.7168958388,071.1505392646,001.4230107853,002.7592106240,001.2469174957,067.9938718803,001.3598774376,002.5909210610,000.0172438406,069.3918350984,001.3878367020,475.2000
000.1325553931,000.7160906880,071.1513539189,001.4230270784,002.7590385986,001.2456725694,067.9952888320,001.3599057766,002.5909165932,000.0172091178,069.3918742889,001.3878374858,475.3000
000.1325459009,000.7152864408,071.1521676583,001.4230433532,002.7588667557,001.2444288753,067.9967043690,001.3599340874,002.5909121345,000.0171744649,069.3919134006,001.3878382680,475.4000
000.1325364201,000.7144830961,071.1529804838,001.4230596097,002.7586950950,001.2431864123,067.9981184927,001.3599623699,002.5909076848,000.0171398818,069.3919524335,001.3878390487,475.5000
000.1325269506,000.7136806530,071.1537923964,001.4230758479,002.7585236164,001.2419451791,067.9995312045,001.3599906241,002.5909032440,000.0171053683,069.3919913877,001.3878398278,475.6000
000.1325174924,000.7128791104,071.1546033972,001.4230920679,002.7583523196,001.2407051745,068.0009425059,001.3600188501,002.5908988121,000.0170709243,069.3920302636,001.3878406053,475.7000
000.1325080455,000.7120784674,071.1554134871,001.4231082697,002.7581812045,001.2394663973,068.0023523981,001.3600470480,002.5908943892,000.0170365496,069.3920690611,001.3878413812,475.8000
000.1324986099,000.7112787230,071.1562226672,001.4231244533,002.7580102709,001.2382288464,068.0037608827,001.3600752177,002.5908899752,000.0170022442,069.3921077806,001.3878421556,475.9000
000.1324891855,000.7104798760,071.1570309384,001.4231406188,002.7578395185,001.2369925206,068.0051679609,001.3601033592,002.5908855701,000.0169680078,069.3921464220,001.3878429284,476.0000
000.1324797724,000.7096819256,071.1578383019,001.4231567660,002.7576689471,001.2357574186,068.0065736342,001.3601314727,002.5908811739,000.0169338404,069.3921849857,001.3878436997,476.1000
000.1324703706,000.7088848707,071.1586447587,001.4231728952,002.7574985567,001.2345235393,068.0079779040,001.3601595581,002.5908767866,000.0168997418,069.3922234717,001.3878444694,476.2000
000.1324609800,000.7080887104,071.1594503097,001.4231890062,002.7573283468,001.2332908815,068.0093807717,001.3601876154,002.5908724081,000.0168657118,069.3922618802,001.3878452376,476.3000
000.1324516006,000.7072934435,071.1602549559,001.4232050991,002.7571583174,001.2320594440,068.0107822386,001.3602156448,002.5908680384,000.0168317503,069.3923002113,001.3878460042,476.4000
000.1324422323,000.7064990692,071.1610586985,001.4232211740,002.7569884683,001.2308292256,068.0121823061,001.3602436461,002.5908636775,000.0167978572,069.3923384653,001.3878467693,476.5000
000.1324328753,000.7057055864,071.1618615383,001.4232372308,002.7568187992,001.2296002251,068.0135809757,001.3602716195,002.5908593254,000.0167640323,069.3923766423,001.3878475328,476.6000
000.1324235295,000.7049129941,071.1626634765,001.4232532695,002.7566493099,001.2283724414,068.0149782487,001.3602995650,002.5908549821,000.0167302756,069.3924147423,001.3878482948,476.7000
000.1324141947,000.7041212913,071.1634645140,001.4232692903,002.7564800003,001.2271458732,068.0163741265,001.3603274825,002.5908506475,000.0166965868,069.3924527657,001.3878490553,476.8000
000.1324048712,000.7033304770,071.1642646518,001.4232852930,002.7563108702,001.2259205194,068.0177686104,001.3603553722,002.5908463217,000.0166629659,069.3924907125,001.3878498142,476.9000
000.1323955587,000.7025405503,071.1650638910,001.4233012778,002.7561419193,001.2246963788,068.0191617019,001.3603832340,002.5908420045,000.0166294126,069.3925285829,001.3878505717,477.0000
000.1323862574,000.7017515101,071.1658622325,001.4233172447,002.7559731474,001.2234734502,068.0205534023,001.3604110680,002.5908376961,000.0165959269,069.3925663770,001.3878513275,477.1000
000.1323769672,000.7009633554,071.1666596774,001.4233331935,002.7558045544,001.2222517325,068.0219437131,001.3604388743,002.5908333964,000.0165625086,069.3926040950,001.3878520819,477.2000
000.1323676881,000.7001760853,071.1674562267,001.4233491245,002.7556361401,001.2210312244,068.0233326355,001.3604666527,002.5908291053,000.0165291576,069.3926417371,001.3878528347,477.3000
000.1323584200,000.6993896987,071.1682518813,001.4233650376,002.7554679042,001.2198119248,068.0247201710,001.3604944034,002.5908248229,000.0164958738,069.3926793033,001.3878535861,477.4000
000.1323491630,000.6986041947,071.1690466424,001.4233809328,002.7552998465,001.2185938325,068.0261063209,001.3605221264,002.5908205491,000.0164626570,069.3927167939,001.3878543359,477.5000
000.1323399170,000.6978195722,071.1698405108,001.4233968102,002.7551319670,001.2173769464,068.0274910866,001.3605498217,002.5908162839,000.0164295070,069.3927542091,001.3878550842,477.6000
000.1323306821,000.6970358304,071.1706334875,001.4234126698,002.7549642653,001.2161612652,068.0288744695,001.3605774894,002.5908120273,000.0163964238,069.3927915489,001.3878558310,477.7000
000.1323214581,000.6962529681,071.1714255737,001.4234285115,002.7547967412,001.2149467878,068.0302564710,001.3606051294,002.5908077793,000.0163634072,069.3928288135,001.3878565763,477.8000
000.1323122452,000.6954709845,071.1722167703,001.4234443354,002.7546293947,001.2137335130,068.0316370923,001.3606327418,002.5908035399,000.0163304571,069.3928660030,001.3878573201,477.9000
000.1323030433,000.6946898785,071.1730070782,001.4234601416,002.7544622254,001.2125214397,068.0330163349,001.3606603267,002.5907993090,000.0162975733,069.3929031177,001.3878580624,478.0000
000.1322938523,000.6939096491,071.1737964985,001.4234759300,002.7542952331,001.2113105667,068.0343942002,001.3606878840,002.5907950866,000.0162647557,069.3929401576,001.3878588032,478.1000
000.1322846723,000.6931302955,071.1745850322,001.4234917006,002.7541284178,001.2101008927,068.0357706895,001.3607154138,002.5907908727,000.0162320043,069.3929771230,001.3878595425,478.2000
000.1322755033,000.6923518164,071.1753726803,001.4235074536,002.7539617791,001.2088924167,068.0371458041,001.3607429161,002.5907866674,000.0161993187,069.3930140139,001.3878602803,478.3000
000.1322663452,000.6915742111,071.1761594437,001.4235231889,002.7537953169,001.2076851375,068.0385195455,001.3607703909,002.5907824705,000.0161666990,069.3930508305,001.3878610166,478.4000
000.1322571980,000.6907974785,071.1769453235,001.4235389065,002.7536290311,001.2064790539,068.0398919150,001.3607978383,002.5907782820,000.0161341449,069.3930875730,001.3878617515,478.5000
000.1322480617,000.6900216177,071.1777303206,001.4235546064,002.7534629213,001.2052741648,068.0412629139,001.3608252583,002.5907741020,000.0161016564,069.3931242416,001.3878624848,478.6000
000.1322389363,000.6892466276,071.1785144361,001.4235702887,002.7532969874,001.2040704690,068.0426325436,001.3608526509,002.5907699305,000.0160692333,069.3931608362,001.3878632167,478.7000
000.1322298217,000.6884725074,071.1792976709,001.4235859534,002.7531312292,001.2028679652,068.0440008055,001.3608800161,002.5907657673,000.0160368755,069.3931973572,001.3878639471,478.8000
000.1322207181,000.6876992559,071.1800800260,001.4236016005,002.7529656465,001.2016666525,068.0453677010,001.3609073540,002.5907616125,000.0160045828,069.3932338047,001.3878646761,478.9000
000.1322116253,000.6869268723,071.1808615025,001.4236172300,002.7528002392,001.2004665296,068.0467332312,001.3609346646,002.5907574661,000.0159723552,069.3932701787,001.3878654036,479.0000
000.1322025433,000.6861553555,071.1816421012,001.4236328420,002.7526350070,001.1992675953,068.0480973978,001.3609619480,002.5907533281,000.0159401924,069.3933064795,001.3878661296,479.1000
000.1321934722,000.6853847047,071.1824218232,001.4236484365,002.7524699497,001.1980698485,068.0494602018,001.3609892040,002.5907491983,000.0159080944,069.3933427072,001.3878668541,479.2000
000.1321844118,000.6846149188,071.1832006694,001.4236640134,002.7523050671,001.1968732880,068.0508216449,001.3610164329,002.5907450770,000.0158760610,069.3933788620,001.3878675772,479.3000
000.1321753623,000.6838459968,071.1839786409,001.4236795728,002.7521403591,001.1956779128,068.0521817281,001.3610436346,002.5907409639,000.0158440922,069.3934149439,001.3878682989,479.4000
000.1321663235,000.6830779378,071.1847557386,001.4236951148,002.7519758254,001.1944837216,068.0535404530,001.3610708091,002.5907368591,000.0158121877,069.3934509532,001.3878690191,479.5000
000.1321572955,000.6823107409,071.1855319636,001.4237106393,002.7518114659,001.1932907132,068.0548978209,001.3610979564,002.5907327626,000.0157803474,069.3934868900,001.3878697378,479.6000
000.1321482783,000.6815444050,071.1863073167,001.4237261463,002.7516472803,001.1920988866,068.0562538331,001.3611250767,002.5907286743,000.0157485712,069.3935227545,001.3878704551,479.7000
000.1321392718,000.6807789292,071.1870817990,001.4237416360,002.7514832686,001.1909082405,068.0576084909,001.3611521698,002.5907245943,000.0157168591,069.3935585467,001.3878711709,479.8000
000.1321302760,000.6800143126,071.1878554114,001.4237571082,002.7513194304,001.1897187739,068.0589617957,001.3611792359,002.5907205225,000.0156852107,069.3935942668,001.3878718853,479.9000
000.1321212910,000.6792505541,071.1886281549,001.4237725631,002.7511557655,001.1885304856,068.0603137489,001.3612062750,002.5907164589,000.0156536261,069.3936299150,001.3878725983,480.0000
000.1321123166,000.6784876528,071.1894000306,001.4237880006,002.7509922739,001.1873433744,068.0616643517,001.3612332870,002.5907124035,000.0156221051,069.3936654914,001.3878733098,480.1000
000.1321033530,000.6777256078,071.1901710392,001.4238034208,002.7508289553,001.1861574392,068.0630136055,001.3612602721,002.5907083562,000.0155906476,069.3937009962,001.3878740199,480.2000
000.1320944000,000.6769644180,071.1909411820,001.4238188236,002.7506658095,001.1849726788,068.0643615117,001.3612872302,002.5907043171,000.0155592534,069.3937364295,001.3878747286,480.3000
000.1320854577,000.6762040826,071.1917104597,001.4238342092,002.7505028363,001.1837890921,068.0657080716,001.3613141614,002.5907002862,000.0155279224,069.3937717914,001.3878754358,480.4000
000.1320765260,000.6754446005,071.1924788735,001.4238495775,002.7503400355,001.1826066780,068.0670532865,001.3613410657,002.5906962634,000.0154966544,069.3938070822,001.3878761416,480.5000
000.1320676050,000.6746859709,071.1932464241,001.4238649285,002.7501774070,001.1814254353,068.0683971577,001.3613679432,002.5906922487,000.0154654495,069.3938423019,001.3878768460,480.6000
000.1320586946,000.6739281927,071.1940131127,001.4238802623,002.7500149505,001.1802453629,068.0697396866,001.3613947937,002.5906882420,000.0154343074,069.3938774506,001.3878775490,480.7000
000.1320497947,000.6731712650,071.1947789402,001.4238955788,002.7498526659,001.1790664596,068.0710808745,001.3614216175,002.5906842435,000.0154032279,069.3939125286,001.3878782506,480.8000
000.1320409055,000.6724151869,071.1955439076,001.4239108782,002.7496905529,001.1778887243,068.0724207227,001.3614484145,002.5906802530,000.0153722111,069.3939475359,001.3878789507,480.9000
000.1320320269,000.6716599573,071.1963080158,001.4239261603,002.7495286115,001.1767121559,068.0737592327,001.3614751847,002.5906762706,000.0153412567,069.3939824727,001.3878796495,481.0000
000.1320231588,000.6709055755,071.1970712657,001.4239414253,002.7493668413,001.1755367532,068.0750964056,001.3615019281,002.5906722961,000.0153103646,069.3940173392,001.3878803468,481.1000
000.1320143013,000.6701520403,071.1978336584,001.4239566732,002.7492052422,001.1743625150,068.0764322428,001.3615286449,002.5906683297,000.0152795348,069.3940521355,001.3878810427,481.2000
000.1320054544,000.6693993508,071.1985951948,001.4239719039,002.7490438140,001.1731894403,068.0777667456,001.3615553349,002.5906643713,000.0152487670,069.3940868617,001.3878817372,481.3000
000.1319966179,000.6686475062,071.1993558759,001.4239871175,002.7488825566,001.1720175280,068.0790999155,001.3615819983,002.5906604208,000.0152180611,069.3941215180,001.3878824304,481.4000
000.1319877920,000.6678965054,071.2001157026,001.4240023141,002.7487214696,001.1708467768,068.0804317536,001.3616086351,002.5906564784,000.0151874171,069.3941561045,001.3878831221,481.5000
000.1319789766,000.6671463475,071.2008746759,001.4240174935,002.7485605530,001.1696771857,068.0817622613,001.3616352452,002.5906525438,000.0151568348,069.3941906214,001.3878838124,481.6000
000.1319701717,000.6663970316,071.2016327968,001.4240326559,002.7483998066,001.1685087535,068.0830914399,001.3616618288,002.5906486172,000.0151263140,069.3942250687,001.3878845014,481.7000
000.1319613772,000.6656485567,071.2023900661,001.4240478013,002.7482392302,001.1673414791,068.0844192907,001.3616883858,002.5906446985,000.0150958548,069.3942594467,001.3878851889,481.8000
000.1319525932,000.6649009219,071.2031464849,001.4240629297,002.7480788235,001.1661753614,068.0857458151,001.3617149163,002.5906407877,000.0150654568,069.3942937555,001.3878858751,481.9000
000.1319438197,000.6641541262,071.2039020542,001.4240780411,002.7479185864,001.1650103992,068.0870710144,001.3617414203,002.5906368848,000.0150351200,069.3943279952,001.3878865599,482.0000
000.1319350566,000.6634081687,071.2046567748,001.4240931355,002.7477585187,001.1638465914,068.0883948899,001.3617678978,002.5906329898,000.0150048444,069.3943621659,001.3878872433,482.1000
000.1319263039,000.6626630484,071.2054106477,001.4241082130,002.7475986202,001.1626839370,068.0897174428,001.3617943489,002.5906291025,000.0149746296,069.3943962678,001.3878879254,482.2000
000.1319175616,000.6619187645,071.2061636739,001.4241232735,002.7474388908,001.1615224346,068.0910386746,001.3618207735,002.5906252232,000.0149444758,069.3944303011,001.3878886060,482.3000
000.1319088298,000.6611753160,071.2069158543,001.4241383171,002.7472793302,001.1603620834,068.0923585864,001.3618471717,002.5906213516,000.0149143826,069.3944642658,001.3878892853,482.4000
000.1319001083,000.6604327019,071.2076671899,001.4241533438,002.7471199383,001.1592028820,068.0936771797,001.3618735436,002.5906174879,000.0148843500,069.3944981621,001.3878899632,482.5000
000.1318913972,000.6596909213,071.2084176816,001.4241683536,002.7469607148,001.1580448295,068.0949944557,001.3618998891,002.5906136319,000.0148543779,069.3945319902,001.3878906398,482.6000
000.1318826964,000.6589499733,071.2091673303,001.4241833466,002.7468016596,001.1568879247,068.0963104157,001.3619262083,002.5906097837,000.0148244662,069.3945657501,001.3878913150,482.7000
000.1318740060,000.6582098569,071.2099161371,001.4241983227,002.7466427725,001.1557321664,068.0976250611,001.3619525012,002.5906059433,000.0147946146,069.3945994421,001.3878919888,482.8000
000.1318653259,000.6574705712,071.2106641029,001.4242132821,002.7464840534,001.1545775535,068.0989383931,001.3619787679,002.5906021106,000.0147648232,069.3946330662,001.3878926613,482.9000
000.1318566562,000.6567321153,071.2114112285,001.4242282246,002.7463255019,001.1534240850,068.1002504131,001.3620050083,002.5905982856,000.0147350918,069.3946666226,001.3878933325,483.0000
000.1318479967,000.6559944883,071.2121575150,001.4242431503,002.7461671180,001.1522717597,068.1015611222,001.3620312224,002.5905944683,000.0147054202,069.3947001115,001.3878940022,483.1000
000.1318393476,000.6552576891,071.2129029633,001.4242580593,002.7460089015,001.1511205766,068.1028705220,001.3620574104,002.5905906587,000.0146758084,069.3947335329,001.3878946707,483.2000
000.1318307087,000.6545217170,071.2136475743,001.4242729515,002.7458508521,001.1499705344,068.1041786135,001.3620835723,002.5905868568,000.0146462562,069.3947668870,001.3878953377,483.3000
000.1318220801,000.6537865709,071.2143913490,001.4242878270,002.7456929697,001.1488216320,068.1054853982,001.3621097080,002.5905830626,000.0146167635,069.3948001739,001.3878960035,483.4000
000.1318134617,000.6530522500,071.2151342883,001.4243026858,002.7455352542,001.1476738685,068.1067908774,001.3621358175,002.5905792760,000.0145873301,069.3948333939,001.3878966679,483.5000
000.1318048536,000.6523187533,071.2158763931,001.4243175279,002.7453777052,001.1465272426,068.1080950522,001.3621619010,002.5905754970,000.0145579561,069.3948665469,001.3878973309,483.6000
000.1317962557,000.6515860798,071.2166176644,001.4243323533,002.7452203227,001.1453817532,068.1093979241,001.3621879585,002.5905717257,000.0145286412,069.3948996331,001.3878979927,483.7000
000.1317876681,000.6508542288,071.2173581031,001.4243471621,002.7450631064,001.1442373993,068.1106994943,001.3622139899,002.5905679619,000.0144993853,069.3949326528,001.3878986531,483.8000
000.1317790906,000.6501231992,071.2180977102,001.4243619542,002.7449060562,001.1430941798,068.1119997640,001.3622399953,002.5905642058,000.0144701883,069.3949656059,001.3878993121,483.9000
000.1317705234,000.6493929901,071.2188364866,001.4243767297,002.7447491719,001.1419520934,068.1132987347,001.3622659747,002.5905604572,000.0144410501,069.3949984927,001.3878999699,484.0000
000.1317619663,000.6486636006,071.2195744332,001.4243914887,002.7445924533,001.1408111392,068.1145964075,001.3622919282,002.5905567161,000.0144119706,069.3950313133,001.3879006263,484.1000
000.1317534193,000.6479350298,071.2203115509,001.4244062310,002.7444359002,001.1396713160,068.1158927838,001.3623178557,002.5905529826,000.0143829496,069.3950640678,001.3879012814,484.2000
000.1317448826,000.6472072767,071.2210478407,001.4244209568,002.7442795125,001.1385326227,068.1171878649,001.3623437573,002.5905492567,000.0143539871,069.3950967563,001.3879019351,484.3000
000.1317363560,000.6464803405,071.2217833035,001.4244356661,002.7441232899,001.1373950582,068.1184816519,001.3623696330,002.5905455382,000.0143250828,069.3951293790,001.3879025876,484.4000
000.1317278395,000.6457542203,071.2225179403,001.4244503588,002.7439672323,001.1362586214,068.1197741463,001.3623954829,002.5905418272,000.0142962368,069.3951619360,001.3879032387,484.5000
000.1317193331,000.6450289150,071.2232517519,001.4244650350,002.7438113395,001.1351233112,068.1210653493,001.3624213070,002.5905381237,000.0142674488,069.3951944274,001.3879038885,484.6000
000.1317108368,000.6443044239,071.2239847393,001.4244796948,002.7436556113,001.1339891266,068.1223552621,001.3624471052,002.5905344277,000.0142387189,069.3952268535,001.3879045371,484.7000
000.1317023506,000.6435807460,071.2247169034,001.4244943381,002.7435000475,001.1328560664,068.1236438861,001.3624728777,002.5905307391,000.0142100467,069.3952592142,001.3879051843,484.8000
000.1316938745,000.6428578803,071.2254482452,001.4245089649,002.7433446479,001.1317241295,068.1249312226,001.3624986245,002.5905270579,000.0141814323,069.3952915097,001.3879058302,484.9000
000.1316854085,000.6421358261,071.2261787655,001.4245235753,002.7431894125,001.1305933148,068.1262172727,001.3625243455,002.5905233842,000.0141528755,069.3953237403,001.3879064748,485.0000
000.1316769525,000.6414145823,071.2269084653,001.4245381693,002.7430343409,001.1294636212,068.1275020379,001.3625500408,002.5905197179,000.0141243762,069.3953559059,001.3879071181,485.1000
000.1316685065,000.6406941480,071.2276373455,001.4245527469,002.7428794330,001.1283350477,068.1287855193,001.3625757104,002.5905160589,000.0140959343,069.3953880068,001.3879077601,485.2000
000.1316600706,000.6399745224,071.2283654070,001.4245673081,002.7427246887,001.1272075932,068.1300677182,001.3626013544,002.5905124073,000.0140675497,069.3954200430,001.3879084009,485.3000
000.1316516447,000.6392557045,071.2290926508,001.4245818530,002.7425701077,001.1260812564,068.1313486359,001.3626269727,002.5905087631,000.0140392222,069.3954520147,001.3879090403,485.4000
000.1316432288,000.6385376935,071.2298190777,001.4245963816,002.7424156898,001.1249560365,068.1326282737,001.3626525655,002.5905051262,000.0140109518,069.3954839220,001.3879096784,485.5000
000.1316348229,000.6378204884,071.2305446887,001.4246108938,002.7422614350,001.1238319322,068.1339066328,001.3626781327,002.5905014967,000.0139827382,069.3955157651,001.3879103153,485.6000
000.1316264269,000.6371040883,071.2312694848,001.4246253897,002.7421073429,001.1227089425,068.1351837146,001.3627036743,002.5904978745,000.0139545815,069.3955475440,001.3879109509,485.7000
000.1316180409,000.6363884924,071.2319934667,001.4246398693,002.7419534135,001.1215870663,068.1364595202,001.3627291904,002.5904942595,000.0139264815,069.3955792590,001.3879115852,485.8000
000.1316096649,000.6356736997,071.2327166354,001.4246543327,002.7417996465,001.1204663025,068.1377340509,001.3627546810,002.5904906519,000.0138984380,069.3956109101,001.3879122182,485.9000
000.1316012988,000.6349597093,071.2334389919,001.4246687798,002.7416460418,001.1193466501,068.1390073081,001.3627801462,002.5904870515,000.0138704511,069.3956424974,001.3879128499,486.0000
000.1315929427,000.6342465203,071.2341605370,001.4246832107,002.7414925992,001.1182281079,068.1402792929,001.3628055859,002.5904834584,000.0138425204,069.3956740212,001.3879134804,486.1000
000.1315845965,000.6335341318,071.2348812717,001.4246976254,002.7413393185,001.1171106748,068.1415500067,001.3628310001,002.5904798725,000.0138146460,069.3957054815,001.3879141096,486.2000
000.1315762601,000.6328225430,071.2356011968,001.4247120239,002.7411861995,001.1159943498,068.1428194506,001.3628563890,002.5904762939,000.0137868278,069.3957368784,001.3879147376,486.3000
000.1315679337,000.6321117529,071.2363203134,001.4247264063,002.7410332421,001.1148791319,068.1440876260,001.3628817525,002.5904727224,000.0137590655,069.3957682121,001.3879153642,486.4000
000.1315596171,000.6314017607,071.2370386222,001.4247407724,002.7408804461,001.1137650198,068.1453545341,001.3629070907,002.5904691582,000.0137313592,069.3957994827,001.3879159897,486.5000
000.1315513104,000.6306925654,071.2377561242,001.4247551225,002.7407278112,001.1126520126,068.1466201762,001.3629324035,002.5904656011,000.0137037086,069.3958306903,001.3879166138,486.6000
000.1315430136,000.6299841661,071.2384728203,001.4247694564,002.7405753374,001.1115401091,068.1478845535,001.3629576911,002.5904620512,000.0136761137,069.3958618351,001.3879172367,486.7000
000.1315347266,000.6292765620,071.2391887114,001.4247837742,002.7404230245,001.1104293083,068.1491476672,001.3629829533,002.5904585084,000.0136485744,069.3958929172,001.3879178583,486.8000
000.1315264494,000.6285697522,071.2399037984,001.4247980760,002.7402708721,001.1093196091,068.1504095187,001.3630081904,002.5904549728,000.0136210905,069.3959239367,001.3879184787,486.9000
000.1315181821,000.6278637358,071.2406180822,001.4248123616,002.7401188803,001.1082110105,068.1516701092,001.3630334022,002.5904514444,000.0135936619,069.3959548937,001.3879190979,487.0000
000.1315099245,000.6271585118,071.2413315637,001.4248266313,002.7399670488,001.1071035113,068.1529294399,001.3630585888,002.5904479230,000.0135662886,069.3959857884,001.3879197158,487.1000
000.1315016767,000.6264540794,071.2420442438,001.4248408849,002.7398153775,001.1059971105,068.1541875121,001.3630837502,002.5904444087,000.0135389704,069.3960166209,001.3879203324,487.2000
000.1314934388,000.6257504378,071.2427561235,001.4248551225,002.7396638661,001.1048918069,068.1554443270,001.3631088865,002.5904409015,000.0135117072,069.3960473912,001.3879209478,487.3000
000.1314852106,000.6250475859,071.2434672035,001.4248693441,002.7395125145,001.1037875997,068.1566998858,001.3631339977,002.5904374014,000.0134844989,069.3960780997,001.3879215620,487.4000
000.1314769921,000.6243455230,071.2441774849,001.4248835497,002.7393613225,001.1026844876,068.1579541899,001.3631590838,002.5904339083,000.0134573454,069.3961087463,001.3879221749,487.5000
000.1314687834,000.6236442482,071.2448869684,001.4248977394,002.7392102899,001.1015824696,068.1592072405,001.3631841448,002.5904304223,000.0134302466,069.3961393311,001.3879227866,487.6000
000.1314605844,000.6229437605,071.2455956551,001.4249119131,002.7390594166,001.1004815446,068.1604590387,001.3632091808,002.5904269433,000.0134032023,069.3961698544,001.3879233971,487.7000
000.1314523952,000.6222440591,071.2463035457,001.4249260709,002.7389087024,001.0993817116,068.1617095859,001.3632341917,002.5904234713,000.0133762125,069.3962003162,001.3879240063,487.8000
000.1314442156,000.6215451432,071.2470106412,001.4249402128,002.7387581471,001.0982829696,068.1629588833,001.3632591777,002.5904200063,000.0133492770,069.3962307167,001.3879246143,487.9000
000.1314360458,000.6208470117,071.2477169425,001.4249543389,002.7386077505,001.0971853173,068.1642069322,001.3632841386,002.5904165482,000.0133223958,069.3962610560,001.3879252211,488.0000
000.1314278856,000.6201496639,071.2484224505,001.4249684490,002.7384575125,001.0960887538,068.1654537337,001.3633090747,002.5904130972,000.0132955687,069.3962913342,001.3879258267,488.1000
000.1314197351,000.6194530989,071.2491271660,001.4249825433,002.7383074329,001.0949932780,068.1666992891,001.3633339858,002.5904096531,000.0132687956,069.3963215514,001.3879264310,488.2000
000.1314115943,000.6187573157,071.2498310900,001.4249966218,002.7381575115,001.0938988889,068.1679435996,001.3633588720,002.5904062159,000.0132420764,069.3963517077,001.3879270342,488.3000
000.1314034631,000.6180623136,071.2505342233,001.4250106845,002.7380077481,001.0928055854,068.1691866665,001.3633837333,002.5904027857,000.0132154110,069.3963818034,001.3879276361,488.4000
000.1313953415,000.6173680916,071.2512365668,001.4250247313,002.7378581426,001.0917133663,068.1704284911,001.3634085698,002.5903993624,000.0131887993,069.3964118384,001.3879282368,488.5000
000.1313872296,000.6166746489,071.2519381215,001.4250387624,002.7377086948,001.0906222308,068.1716690744,001.3634333815,002.5903959459,000.0131622411,069.3964418129,001.3879288363,488.6000
000.1313791273,000.6159819846,071.2526388881,001.4250527778,002.7375594045,001.0895321776,068.1729084179,001.3634581684,002.5903925364,000.0131357365,069.3964717271,001.3879294345,488.7000
000.1313710346,000.6152900978,071.2533388677,001.4250667774,002.7374102715,001.0884432058,068.1741465226,001.3634829305,002.5903891337,000.0131092852,069.3965015811,001.3879300316,488.8000
000.1313629514,000.6145989876,071.2540380610,001.4250807612,002.7372612958,001.0873553143,068.1753833899,001.3635076678,002.5903857379,000.0130828872,069.3965313749,001.3879306275,488.9000
000.1313548779,000.6139086532,071.2547364689,001.4250947294,002.7371124770,001.0862685021,068.1766190209,001.3635323804,002.5903823489,000.0130565424,069.3965611087,001.3879312222,489.0000
000.1313468139,000.6132190937,071.2554340924,001.4251086818,002.7369638150,001.0851827680,068.1778534170,001.3635570683,002.5903789668,000.0130302505,069.3965907827,001.3879318157,489.1000
000.1313387595,000.6125303083,071.2561309322,001.4251226186,002.7368153097,001.0840981111,068.1790865792,001.3635817316,002.5903755915,000.0130040117,069.3966203969,001.3879324079,489.2000
000.1313307146,000.6118422960,071.2568269894,001.4251365398,002.7366669609,001.0830145302,068.1803185089,001.3636063702,002.5903722229,000.0129778256,069.3966499515,001.3879329990,489.3000
000.1313226792,000.6111550561,071.2575222647,001.4251504453,002.7365187684,001.0819320244,068.1815492072,001.3636309841,002.5903688612,000.0129516923,069.3966794465,001.3879335889,489.4000
000.1313146533,000.6104685875,071.2582167591,001.4251643352,002.7363707320,001.0808505925,068.1827786754,001.3636555735,002.5903655062,000.0129256116,069.3967088822,001.3879341776,489.5000
000.1313066370,000.6097828896,071.2589104734,001.4251782095,002.7362228516,001.0797702336,068.1840069147,001.3636801383,002.5903621580,000.0128995834,069.3967382586,001.3879347652,489.6000
000.1312986301,000.6090979613,071.2596034085,001.4251920682,002.7360751270,001.0786909466,068.1852339264,001.3637046785,002.5903588166,000.0128736076,069.3967675758,001.3879353515,489.7000
000.1312906328,000.6084138019,071.2602955653,001.4252059113,002.7359275581,001.0776127304,068.1864597115,001.3637291942,002.5903554818,000.0128476842,069.3967968340,001.3879359367,489.8000
000.1312826449,000.6077304105,071.2609869446,001.4252197389,002.7357801445,001.0765355840,068.1876842714,001.3637536854,002.5903521538,000.0128218129,069.3968260333,001.3879365207,489.9000
000.1312746664,000.6070477862,071.2616775474,001.4252335509,002.7356328863,001.0754595064,068.1889076073,001.3637781521,002.5903488325,000.0127959937,069.3968551738,001.3879371035,490.0000
